account_id,device_id,linked_bank_account,ip_subnet,signup_day,txn_count_first_7d,cluster_type,cluster_id,is_fraud_ring_member
ACCT-000873,DEV-842459,ACC-371403338,25.10.85.0/24,306,6,none,,0
ACCT-001723,DEV-828231,ACC-602981642,175.183.14.0/24,318,2,none,,0
ACCT-002828,DEV-803835,ACC-200625209,158.176.203.0/24,140,2,none,,0
ACCT-000031,DEV-769331,ACC-135134142,206.252.171.0/24,117,1,none,,0
ACCT-002085,DEV-281436,ACC-532264677,83.12.250.0/24,210,3,none,,0
ACCT-000486,DEV-148221,ACC-821079236,120.27.88.0/24,319,3,none,,0
ACCT-001840,DEV-962737,ACC-381437815,34.40.220.0/24,290,2,none,,0
ACCT-000554,DEV-963491,ACC-222365343,122.4.121.0/24,163,0,none,,0
ACCT-000874,DEV-480112,ACC-118031212,34.15.160.0/24,244,3,none,,0
ACCT-001064,DEV-363489,ACC-730632221,157.84.82.0/24,254,1,none,,0
ACCT-001041,DEV-246266,ACC-912435984,125.63.47.0/24,118,1,none,,0
ACCT-000775,DEV-519420,ACC-462753982,186.92.175.0/24,213,2,none,,0
ACCT-001507,DEV-959618,ACC-942594949,217.62.166.0/24,211,1,none,,0
ACCT-000130,DEV-594646,ACC-267470880,31.166.149.0/24,167,0,none,,0
ACCT-000849,DEV-370136,ACC-771100541,165.16.222.0/24,194,6,none,,0
ACCT-002608,DEV-181309,ACC-933019064,143.83.124.0/24,86,3,none,,0
ACCT-001163,DEV-144718,ACC-158558296,6.13.239.0/24,3,0,none,,0
ACCT-000456,DEV-271764,ACC-629934428,132.252.165.0/24,319,0,none,,0
ACCT-002212,DEV-459328,ACC-471971371,176.105.116.0/24,143,0,none,,0
ACCT-001525,DEV-324696,ACC-302659674,67.68.107.0/24,267,2,none,,0
ACCT-001590,DEV-190197,ACC-667295402,34.113.189.0/24,223,1,none,,0
ACCT-000032,DEV-979156,ACC-322328866,34.67.211.0/24,192,1,none,,0
ACCT-002882,DEV-827007,ACC-806783605,19.227.152.0/24,291,3,none,,0
ACCT-000494,DEV-813971,ACC-657353496,10.177.190.0/24,87,2,none,,0
ACCT-001818,DEV-313617,ACC-825629547,177.216.85.0/24,73,3,none,,0
ACCT-001281,DEV-225600,ACC-354432312,135.126.205.0/24,255,1,none,,0
ACCT-001381,DEV-280959,ACC-649596592,204.233.96.0/24,107,1,none,,0
ACCT-001310,DEV-661904,ACC-841475601,209.156.240.0/24,99,2,none,,0
ACCT-002091,DEV-441719,ACC-985756459,223.71.171.0/24,87,3,none,,0
ACCT-002424,DEV-135818,ACC-917611623,208.246.20.0/24,353,1,none,,0
ACCT-000886,DEV-879846,ACC-547138102,107.204.59.0/24,59,1,none,,0
ACCT-002039,DEV-577786,ACC-706926577,61.163.74.0/24,133,2,none,,0
ACCT-003221,DEV-657861,ACC-369883763,146.69.28.0/24,282,7,fraud_ring,RING-005,1
ACCT-001300,DEV-815571,ACC-503142156,78.3.109.0/24,182,3,none,,0
ACCT-001630,DEV-342560,ACC-121679944,93.154.122.0/24,246,1,none,,0
ACCT-003006,DEV-527451,ACC-986295859,92.23.73.0/24,190,2,legit_shared_device,LEGIT-001,0
ACCT-002330,DEV-416342,ACC-422481180,222.138.237.0/24,1,0,none,,0
ACCT-001194,DEV-519073,ACC-420977109,13.255.161.0/24,273,2,none,,0
ACCT-001940,DEV-140486,ACC-652288082,137.157.73.0/24,301,4,none,,0
ACCT-000934,DEV-246294,ACC-678439588,86.196.234.0/24,317,2,none,,0
ACCT-003122,DEV-467812,ACC-783121094,30.11.68.0/24,352,2,legit_shared_device,LEGIT-040,0
ACCT-002860,DEV-444162,ACC-752299679,162.117.134.0/24,258,2,none,,0
ACCT-002607,DEV-487084,ACC-422085411,159.177.63.0/24,344,2,none,,0
ACCT-002219,DEV-896321,ACC-732039894,102.175.24.0/24,93,1,none,,0
ACCT-002626,DEV-874215,ACC-693771994,64.234.105.0/24,85,0,none,,0
ACCT-001481,DEV-521341,ACC-308560816,33.77.91.0/24,10,0,none,,0
ACCT-001864,DEV-417700,ACC-743542117,49.204.52.0/24,201,4,none,,0
ACCT-002467,DEV-772204,ACC-153510368,32.208.146.0/24,352,4,none,,0
ACCT-000057,DEV-216212,ACC-440752864,47.247.99.0/24,179,3,none,,0
ACCT-003326,DEV-371194,ACC-923507893,171.195.172.0/24,268,9,fraud_ring,RING-017,1
ACCT-002287,DEV-831458,ACC-352553564,134.146.200.0/24,185,2,none,,0
ACCT-002450,DEV-775297,ACC-674100786,77.62.28.0/24,93,0,none,,0
ACCT-002006,DEV-792319,ACC-118159779,51.110.160.0/24,146,1,none,,0
ACCT-000597,DEV-412430,ACC-269183067,121.51.208.0/24,42,2,none,,0
ACCT-000513,DEV-835016,ACC-664347629,57.94.163.0/24,66,3,none,,0
ACCT-000135,DEV-867922,ACC-870869744,120.83.123.0/24,344,1,none,,0
ACCT-002428,DEV-800728,ACC-655446234,77.228.231.0/24,222,1,none,,0
ACCT-002891,DEV-516909,ACC-766763944,96.211.85.0/24,203,2,none,,0
ACCT-000156,DEV-837780,ACC-314591531,204.146.191.0/24,338,2,none,,0
ACCT-003225,DEV-811734,ACC-368813260,65.72.61.0/24,283,12,fraud_ring,RING-005,1
ACCT-001039,DEV-738242,ACC-691991088,190.122.68.0/24,127,2,none,,0
ACCT-000926,DEV-194989,ACC-278961804,7.217.89.0/24,13,0,none,,0
ACCT-002745,DEV-403551,ACC-440822416,86.183.87.0/24,350,1,none,,0
ACCT-002759,DEV-770092,ACC-838937362,106.194.87.0/24,189,3,none,,0
ACCT-001134,DEV-977811,ACC-699256914,150.103.233.0/24,146,3,none,,0
ACCT-002949,DEV-624567,ACC-860193761,190.253.201.0/24,261,2,none,,0
ACCT-000531,DEV-214774,ACC-347417449,36.248.188.0/24,361,0,none,,0
ACCT-000766,DEV-815565,ACC-128645346,145.79.147.0/24,234,0,none,,0
ACCT-000951,DEV-816081,ACC-754657985,128.49.219.0/24,76,3,none,,0
ACCT-002772,DEV-405695,ACC-224723694,217.78.233.0/24,168,2,none,,0
ACCT-003141,DEV-806035,ACC-395644674,175.55.142.0/24,138,4,legit_shared_device,LEGIT-045,0
ACCT-002718,DEV-825610,ACC-494990038,150.69.246.0/24,47,3,none,,0
ACCT-000877,DEV-868842,ACC-971520298,41.134.204.0/24,28,2,none,,0
ACCT-000814,DEV-725244,ACC-716526713,200.241.227.0/24,32,0,none,,0
ACCT-002469,DEV-834653,ACC-501608846,151.241.122.0/24,239,3,none,,0
ACCT-000410,DEV-920665,ACC-462050375,66.210.86.0/24,333,0,none,,0
ACCT-002286,DEV-271573,ACC-411476237,93.197.117.0/24,292,7,none,,0
ACCT-001367,DEV-424807,ACC-626139940,203.167.188.0/24,67,0,none,,0
ACCT-000297,DEV-859156,ACC-922320488,67.51.209.0/24,162,4,none,,0
ACCT-000201,DEV-204921,ACC-328393796,76.156.137.0/24,358,2,none,,0
ACCT-000376,DEV-494828,ACC-413343454,106.49.81.0/24,302,2,none,,0
ACCT-000586,DEV-763683,ACC-553976015,31.194.145.0/24,134,1,none,,0
ACCT-002148,DEV-489641,ACC-711998634,184.109.112.0/24,304,3,none,,0
ACCT-001741,DEV-129811,ACC-284792862,176.207.63.0/24,164,4,none,,0
ACCT-000648,DEV-699765,ACC-312854434,187.224.87.0/24,41,1,none,,0
ACCT-000110,DEV-631069,ACC-737775004,117.122.199.0/24,93,2,none,,0
ACCT-002228,DEV-382738,ACC-450951564,101.148.43.0/24,96,3,none,,0
ACCT-001579,DEV-104975,ACC-890866575,64.220.234.0/24,307,2,none,,0
ACCT-003109,DEV-198383,ACC-187154283,3.108.156.0/24,322,3,legit_shared_device,LEGIT-035,0
ACCT-000631,DEV-238528,ACC-665725440,54.203.61.0/24,206,3,none,,0
ACCT-000158,DEV-888861,ACC-925988785,143.0.146.0/24,145,3,none,,0
ACCT-002207,DEV-738321,ACC-242719901,65.189.112.0/24,126,1,none,,0
ACCT-003223,DEV-657861,ACC-369883763,172.41.73.0/24,283,10,fraud_ring,RING-005,1
ACCT-003172,DEV-201330,ACC-577346735,66.228.247.0/24,31,2,legit_shared_device,LEGIT-055,0
ACCT-002183,DEV-912595,ACC-692152188,67.7.116.0/24,200,2,none,,0
ACCT-002534,DEV-429445,ACC-867754248,27.182.153.0/24,249,0,none,,0
ACCT-002101,DEV-869923,ACC-733511389,116.175.197.0/24,48,1,none,,0
ACCT-002750,DEV-895390,ACC-264193031,180.175.213.0/24,276,2,none,,0
ACCT-002771,DEV-405573,ACC-300758115,222.3.97.0/24,363,1,none,,0
ACCT-002378,DEV-708894,ACC-280045800,1.114.74.0/24,309,1,none,,0
ACCT-001666,DEV-220709,ACC-143654726,88.224.195.0/24,120,4,none,,0
ACCT-002699,DEV-663552,ACC-203317297,137.50.139.0/24,188,2,none,,0
ACCT-003026,DEV-641860,ACC-247008821,163.108.128.0/24,84,5,legit_shared_device,LEGIT-007,0
ACCT-001989,DEV-451074,ACC-613791187,152.92.189.0/24,277,1,none,,0
ACCT-002071,DEV-731365,ACC-353565691,48.73.130.0/24,96,1,none,,0
ACCT-001515,DEV-497316,ACC-677657789,160.181.112.0/24,8,1,none,,0
ACCT-002522,DEV-888302,ACC-951903278,59.229.9.0/24,61,3,none,,0
ACCT-001307,DEV-881401,ACC-463592995,90.166.108.0/24,286,3,none,,0
ACCT-000609,DEV-301888,ACC-778741126,175.182.255.0/24,240,3,none,,0
ACCT-003289,DEV-899943,ACC-390213948,217.110.11.0/24,300,11,fraud_ring,RING-012,1
ACCT-001968,DEV-378503,ACC-485860568,39.192.101.0/24,244,5,none,,0
ACCT-003266,DEV-216040,ACC-166877055,44.145.107.0/24,238,8,fraud_ring,RING-010,1
ACCT-000498,DEV-458462,ACC-147884665,25.100.218.0/24,152,0,none,,0
ACCT-003274,DEV-373293,ACC-813075934,170.159.43.0/24,319,1,fraud_ring,RING-011,1
ACCT-002338,DEV-322186,ACC-249984979,210.55.112.0/24,350,3,none,,0
ACCT-001669,DEV-778563,ACC-796906411,44.247.127.0/24,247,3,none,,0
ACCT-002516,DEV-532828,ACC-942388272,198.143.128.0/24,177,2,none,,0
ACCT-000605,DEV-753976,ACC-740745939,158.5.67.0/24,96,2,none,,0
ACCT-000067,DEV-308831,ACC-242789451,156.46.179.0/24,316,1,none,,0
ACCT-000452,DEV-114386,ACC-622428338,179.71.57.0/24,288,2,none,,0
ACCT-003269,DEV-216040,ACC-720508654,124.162.55.0/24,235,4,fraud_ring,RING-010,1
ACCT-003297,DEV-338356,ACC-499373409,222.178.17.0/24,22,6,fraud_ring,RING-013,1
ACCT-002834,DEV-839780,ACC-783788136,184.20.157.0/24,4,2,none,,0
ACCT-000144,DEV-771606,ACC-155127196,10.99.91.0/24,175,0,none,,0
ACCT-003149,DEV-595416,ACC-762131929,40.44.95.0/24,50,1,legit_shared_device,LEGIT-048,0
ACCT-001798,DEV-101959,ACC-168928465,8.191.56.0/24,177,1,none,,0
ACCT-002862,DEV-911629,ACC-300735620,4.70.215.0/24,247,4,none,,0
ACCT-002869,DEV-914523,ACC-454948820,120.89.67.0/24,96,1,none,,0
ACCT-002581,DEV-318425,ACC-860975064,173.6.60.0/24,40,4,none,,0
ACCT-001628,DEV-634931,ACC-783520498,103.231.121.0/24,124,2,none,,0
ACCT-001195,DEV-288338,ACC-204421686,148.35.38.0/24,165,3,none,,0
ACCT-001505,DEV-835368,ACC-571396899,158.78.178.0/24,307,2,none,,0
ACCT-001145,DEV-566686,ACC-319308935,51.165.242.0/24,76,3,none,,0
ACCT-000683,DEV-362865,ACC-839494347,67.144.155.0/24,94,1,none,,0
ACCT-000090,DEV-779890,ACC-938301545,121.159.73.0/24,364,1,none,,0
ACCT-002270,DEV-971070,ACC-277555716,217.224.244.0/24,342,4,none,,0
ACCT-000973,DEV-898504,ACC-188810040,190.239.183.0/24,253,2,none,,0
ACCT-001693,DEV-353708,ACC-354618717,133.67.99.0/24,33,1,none,,0
ACCT-002521,DEV-481672,ACC-235780913,112.112.14.0/24,99,4,none,,0
ACCT-001183,DEV-224108,ACC-470264256,151.97.148.0/24,162,2,none,,0
ACCT-000624,DEV-659991,ACC-384996261,187.182.135.0/24,169,2,none,,0
ACCT-002340,DEV-873691,ACC-473749590,14.12.150.0/24,21,2,none,,0
ACCT-003014,DEV-539758,ACC-593436662,198.227.239.0/24,7,1,legit_shared_device,LEGIT-003,0
ACCT-001274,DEV-243407,ACC-398051302,5.40.191.0/24,240,3,none,,0
ACCT-001979,DEV-378753,ACC-356938919,220.29.213.0/24,346,2,none,,0
ACCT-002312,DEV-845753,ACC-721889172,186.202.66.0/24,142,2,none,,0
ACCT-000421,DEV-765143,ACC-331444052,219.151.231.0/24,333,3,none,,0
ACCT-000141,DEV-594157,ACC-157725953,175.124.25.0/24,106,1,none,,0
ACCT-001491,DEV-996887,ACC-433600975,99.74.25.0/24,351,2,none,,0
ACCT-002511,DEV-683749,ACC-397830272,69.51.124.0/24,167,2,none,,0
ACCT-001502,DEV-437082,ACC-473912297,159.240.252.0/24,287,1,none,,0
ACCT-000912,DEV-595966,ACC-760673122,31.58.88.0/24,76,2,none,,0
ACCT-000106,DEV-973052,ACC-905927652,73.68.120.0/24,255,0,none,,0
ACCT-002919,DEV-530721,ACC-500689320,153.122.41.0/24,200,2,none,,0
ACCT-000943,DEV-129296,ACC-434475443,146.190.96.0/24,358,1,none,,0
ACCT-001521,DEV-825434,ACC-590488558,79.161.84.0/24,110,2,none,,0
ACCT-003325,DEV-371194,ACC-923507893,163.192.18.0/24,268,5,fraud_ring,RING-017,1
ACCT-002936,DEV-102156,ACC-136211355,191.41.155.0/24,279,0,none,,0
ACCT-001636,DEV-612381,ACC-270837532,186.42.95.0/24,267,1,none,,0
ACCT-002662,DEV-782606,ACC-982818377,65.135.244.0/24,340,1,none,,0
ACCT-002789,DEV-892657,ACC-312993832,132.137.93.0/24,292,2,none,,0
ACCT-001149,DEV-663076,ACC-477086054,69.219.186.0/24,153,2,none,,0
ACCT-002320,DEV-440437,ACC-215186875,107.145.199.0/24,272,2,none,,0
ACCT-001373,DEV-867723,ACC-528716042,52.62.222.0/24,185,5,none,,0
ACCT-001393,DEV-584440,ACC-678786008,98.141.2.0/24,49,2,none,,0
ACCT-000351,DEV-522178,ACC-584255616,38.209.13.0/24,330,1,none,,0
ACCT-001046,DEV-474035,ACC-170933196,207.30.82.0/24,2,3,none,,0
ACCT-000519,DEV-374826,ACC-942754073,20.55.42.0/24,105,2,none,,0
ACCT-002752,DEV-280929,ACC-866960379,183.153.0.0/24,172,2,none,,0
ACCT-002755,DEV-815832,ACC-867869372,114.106.106.0/24,98,2,none,,0
ACCT-000050,DEV-977259,ACC-488725584,219.244.144.0/24,193,3,none,,0
ACCT-003313,DEV-490464,ACC-197674777,124.226.21.0/24,324,6,fraud_ring,RING-015,1
ACCT-001086,DEV-488906,ACC-667564171,213.25.158.0/24,325,1,none,,0
ACCT-000054,DEV-305100,ACC-271823457,151.225.92.0/24,361,1,none,,0
ACCT-001101,DEV-461777,ACC-264756913,219.143.243.0/24,176,3,none,,0
ACCT-001587,DEV-681772,ACC-775766377,196.82.136.0/24,65,6,none,,0
ACCT-002827,DEV-699462,ACC-332658214,118.255.189.0/24,309,3,none,,0
ACCT-001501,DEV-273759,ACC-333341231,214.30.20.0/24,17,1,none,,0
ACCT-000819,DEV-740667,ACC-382990552,178.71.92.0/24,91,7,none,,0
ACCT-001169,DEV-567672,ACC-522784695,15.9.186.0/24,307,1,none,,0
ACCT-001568,DEV-539794,ACC-363118116,177.161.118.0/24,312,2,none,,0
ACCT-000640,DEV-456276,ACC-740940383,186.222.231.0/24,232,1,none,,0
ACCT-001605,DEV-994565,ACC-718986678,139.150.86.0/24,198,1,none,,0
ACCT-001051,DEV-384193,ACC-317553774,38.151.46.0/24,278,2,none,,0
ACCT-000252,DEV-397420,ACC-219167424,28.204.191.0/24,235,1,none,,0
ACCT-003165,DEV-929803,ACC-453659926,201.150.29.0/24,311,0,legit_shared_device,LEGIT-053,0
ACCT-001790,DEV-712550,ACC-179792087,112.219.38.0/24,27,1,none,,0
ACCT-000957,DEV-318198,ACC-422326652,185.109.32.0/24,115,2,none,,0
ACCT-000026,DEV-819287,ACC-440161395,79.90.40.0/24,175,0,none,,0
ACCT-001430,DEV-144068,ACC-565298073,132.68.232.0/24,148,5,none,,0
ACCT-002126,DEV-959843,ACC-790654619,98.75.235.0/24,227,2,none,,0
ACCT-002297,DEV-700346,ACC-723007397,119.231.181.0/24,347,1,none,,0
ACCT-001410,DEV-978560,ACC-645900130,62.106.40.0/24,26,0,none,,0
ACCT-002237,DEV-305132,ACC-113368538,77.211.146.0/24,175,1,none,,0
ACCT-002955,DEV-852838,ACC-475795842,64.68.225.0/24,266,3,none,,0
ACCT-000273,DEV-693102,ACC-155783784,190.181.63.0/24,94,6,none,,0
ACCT-002289,DEV-917305,ACC-998996870,40.60.99.0/24,85,1,none,,0
ACCT-000906,DEV-765946,ACC-371033008,13.169.147.0/24,87,1,none,,0
ACCT-000311,DEV-950278,ACC-863998926,136.36.71.0/24,161,1,none,,0
ACCT-000985,DEV-257372,ACC-372283879,115.0.161.0/24,23,1,none,,0
ACCT-000242,DEV-974730,ACC-182382762,95.110.201.0/24,362,0,none,,0
ACCT-002443,DEV-156183,ACC-427842529,169.194.49.0/24,355,6,none,,0
ACCT-000952,DEV-929907,ACC-592286440,214.113.162.0/24,119,0,none,,0
ACCT-000508,DEV-307128,ACC-522418141,113.138.13.0/24,51,3,none,,0
ACCT-001087,DEV-217935,ACC-178015392,16.254.246.0/24,195,0,none,,0
ACCT-000899,DEV-807104,ACC-752568030,128.106.41.0/24,107,1,none,,0
ACCT-001875,DEV-827216,ACC-402091059,150.78.161.0/24,143,1,none,,0
ACCT-000745,DEV-139976,ACC-433295432,31.110.8.0/24,95,3,none,,0
ACCT-001180,DEV-151398,ACC-860470734,16.71.235.0/24,52,5,none,,0
ACCT-002327,DEV-873253,ACC-955377775,15.112.170.0/24,226,1,none,,0
ACCT-003160,DEV-892040,ACC-546321375,4.100.60.0/24,139,2,legit_shared_device,LEGIT-051,0
ACCT-002634,DEV-285027,ACC-688233778,92.145.203.0/24,275,4,none,,0
ACCT-000765,DEV-206698,ACC-438036812,8.66.179.0/24,202,4,none,,0
ACCT-001516,DEV-746128,ACC-482289009,198.63.45.0/24,114,2,none,,0
ACCT-000274,DEV-110115,ACC-589511919,12.253.20.0/24,306,0,none,,0
ACCT-002427,DEV-797067,ACC-990698537,37.178.146.0/24,357,0,none,,0
ACCT-000307,DEV-786499,ACC-812728986,139.194.223.0/24,241,3,none,,0
ACCT-002111,DEV-778135,ACC-975353728,151.204.9.0/24,159,1,none,,0
ACCT-000261,DEV-696338,ACC-669153680,71.199.193.0/24,22,1,none,,0
ACCT-001752,DEV-771262,ACC-462852798,10.226.170.0/24,105,0,none,,0
ACCT-002796,DEV-777623,ACC-748859506,126.231.210.0/24,234,2,none,,0
ACCT-000503,DEV-392352,ACC-938914339,80.252.167.0/24,326,5,none,,0
ACCT-001652,DEV-896425,ACC-428323812,202.197.61.0/24,45,3,none,,0
ACCT-002048,DEV-659122,ACC-334516888,8.232.211.0/24,351,2,none,,0
ACCT-001136,DEV-895902,ACC-357030841,191.102.119.0/24,202,1,none,,0
ACCT-002104,DEV-820805,ACC-186410943,52.114.145.0/24,281,4,none,,0
ACCT-000253,DEV-418336,ACC-495886269,123.227.123.0/24,327,1,none,,0
ACCT-000215,DEV-197339,ACC-460493798,39.188.53.0/24,224,3,none,,0
ACCT-000876,DEV-492329,ACC-679715427,164.35.109.0/24,355,2,none,,0
ACCT-003005,DEV-527451,ACC-548020370,96.228.35.0/24,202,0,legit_shared_device,LEGIT-001,0
ACCT-002942,DEV-107725,ACC-171389135,37.63.157.0/24,219,4,none,,0
ACCT-002374,DEV-181644,ACC-175004963,181.233.254.0/24,250,4,none,,0
ACCT-001222,DEV-823717,ACC-343017623,55.161.88.0/24,128,4,none,,0
ACCT-003035,DEV-261042,ACC-530686167,118.6.62.0/24,208,0,legit_shared_device,LEGIT-009,0
ACCT-002117,DEV-427613,ACC-184747034,58.105.4.0/24,45,3,none,,0
ACCT-001672,DEV-179049,ACC-369765759,154.139.135.0/24,285,5,none,,0
ACCT-000896,DEV-411814,ACC-900769158,107.124.74.0/24,52,1,none,,0
ACCT-002996,DEV-515475,ACC-378877838,189.13.44.0/24,249,1,none,,0
ACCT-001919,DEV-476661,ACC-945713763,34.98.110.0/24,193,1,none,,0
ACCT-001954,DEV-843854,ACC-480782809,101.8.61.0/24,262,0,none,,0
ACCT-001946,DEV-451534,ACC-280747854,203.56.99.0/24,4,3,none,,0
ACCT-001212,DEV-537291,ACC-920627644,142.246.108.0/24,232,1,none,,0
ACCT-002043,DEV-802741,ACC-417515546,215.212.107.0/24,314,1,none,,0
ACCT-002445,DEV-918443,ACC-993258347,150.123.252.0/24,32,1,none,,0
ACCT-002802,DEV-564441,ACC-726267873,178.58.206.0/24,161,0,none,,0
ACCT-002113,DEV-359842,ACC-455954221,140.5.210.0/24,209,3,none,,0
ACCT-000855,DEV-501438,ACC-453742873,200.241.203.0/24,96,2,none,,0
ACCT-001140,DEV-226754,ACC-462434648,55.134.181.0/24,285,3,none,,0
ACCT-003119,DEV-409330,ACC-508895018,25.135.119.0/24,311,2,legit_shared_device,LEGIT-039,0
ACCT-002412,DEV-360778,ACC-803768097,109.188.116.0/24,148,2,none,,0
ACCT-001338,DEV-660491,ACC-232572873,27.112.14.0/24,175,0,none,,0
ACCT-000129,DEV-431418,ACC-163236577,177.11.233.0/24,344,0,none,,0
ACCT-000761,DEV-334449,ACC-259416472,47.123.116.0/24,70,0,none,,0
ACCT-002489,DEV-426442,ACC-443438079,89.224.200.0/24,87,4,none,,0
ACCT-003245,DEV-122574,ACC-373483144,106.143.76.0/24,233,8,fraud_ring,RING-007,1
ACCT-001044,DEV-585191,ACC-893417930,210.13.96.0/24,347,0,none,,0
ACCT-001249,DEV-463585,ACC-415149318,192.197.29.0/24,285,1,none,,0
ACCT-003088,DEV-933865,ACC-757642524,19.166.136.0/24,262,3,legit_shared_device,LEGIT-027,0
ACCT-002612,DEV-455088,ACC-100610800,187.160.6.0/24,65,4,none,,0
ACCT-002751,DEV-773031,ACC-745730649,81.91.130.0/24,101,1,none,,0
ACCT-002291,DEV-977582,ACC-456302436,216.182.103.0/24,127,2,none,,0
ACCT-001100,DEV-612413,ACC-391300423,131.173.160.0/24,83,0,none,,0
ACCT-000830,DEV-967247,ACC-989537293,68.177.158.0/24,347,2,none,,0
ACCT-002892,DEV-953788,ACC-513783067,38.3.209.0/24,105,3,none,,0
ACCT-003169,DEV-164620,ACC-411553081,85.230.95.0/24,12,1,legit_shared_device,LEGIT-054,0
ACCT-000360,DEV-878913,ACC-106446455,180.238.166.0/24,265,2,none,,0
ACCT-001856,DEV-269839,ACC-389447531,31.27.164.0/24,349,2,none,,0
ACCT-001248,DEV-730161,ACC-250994736,113.249.166.0/24,79,4,none,,0
ACCT-002418,DEV-563840,ACC-221100199,185.6.33.0/24,229,3,none,,0
ACCT-000269,DEV-954728,ACC-396076943,124.73.63.0/24,198,0,none,,0
ACCT-003206,DEV-616142,ACC-840286099,194.210.166.0/24,18,5,fraud_ring,RING-003,1
ACCT-001541,DEV-150666,ACC-100869461,147.224.117.0/24,310,3,none,,0
ACCT-000795,DEV-828627,ACC-948277689,29.170.195.0/24,227,1,none,,0
ACCT-001665,DEV-446109,ACC-572739769,71.199.214.0/24,52,4,none,,0
ACCT-001985,DEV-207295,ACC-770318642,184.17.122.0/24,213,2,none,,0
ACCT-001552,DEV-884668,ACC-607762482,7.160.212.0/24,297,1,none,,0
ACCT-002429,DEV-146216,ACC-117691425,170.205.153.0/24,113,5,none,,0
ACCT-002929,DEV-648585,ACC-372302300,117.144.234.0/24,32,2,none,,0
ACCT-000537,DEV-958726,ACC-476944045,122.218.61.0/24,262,2,none,,0
ACCT-003027,DEV-641860,ACC-365689654,111.33.220.0/24,84,6,legit_shared_device,LEGIT-007,0
ACCT-003009,DEV-847924,ACC-576091920,100.105.210.0/24,52,3,legit_shared_device,LEGIT-002,0
ACCT-000319,DEV-940862,ACC-850255092,124.53.152.0/24,148,0,none,,0
ACCT-001928,DEV-236011,ACC-438083478,145.30.253.0/24,246,2,none,,0
ACCT-002105,DEV-267593,ACC-558485814,13.235.144.0/24,120,3,none,,0
ACCT-001408,DEV-547124,ACC-966846947,160.19.183.0/24,246,1,none,,0
ACCT-002406,DEV-408280,ACC-297592480,166.201.252.0/24,219,1,none,,0
ACCT-001899,DEV-648354,ACC-348346474,106.248.44.0/24,263,0,none,,0
ACCT-000511,DEV-833303,ACC-373558495,198.13.11.0/24,233,2,none,,0
ACCT-001571,DEV-159798,ACC-313545813,122.164.112.0/24,257,1,none,,0
ACCT-002872,DEV-507147,ACC-614953326,91.115.58.0/24,332,0,none,,0
ACCT-003057,DEV-170802,ACC-357796761,147.133.66.0/24,62,1,legit_shared_device,LEGIT-018,0
ACCT-001250,DEV-344611,ACC-754333152,139.189.197.0/24,197,2,none,,0
ACCT-001211,DEV-781283,ACC-740428401,189.227.182.0/24,305,1,none,,0
ACCT-002059,DEV-902365,ACC-652315475,176.68.49.0/24,221,3,none,,0
ACCT-002646,DEV-767737,ACC-288992315,89.227.246.0/24,112,3,none,,0
ACCT-001711,DEV-691239,ACC-158443365,71.111.222.0/24,57,4,none,,0
ACCT-002231,DEV-324273,ACC-317819322,166.209.175.0/24,119,5,none,,0
ACCT-000628,DEV-445388,ACC-435966567,33.71.172.0/24,177,4,none,,0
ACCT-001141,DEV-823200,ACC-218646319,147.105.111.0/24,2,6,none,,0
ACCT-000947,DEV-653092,ACC-659488573,165.138.42.0/24,260,0,none,,0
ACCT-002186,DEV-538077,ACC-656092998,165.7.19.0/24,225,1,none,,0
ACCT-001594,DEV-645341,ACC-161113993,61.80.246.0/24,225,3,none,,0
ACCT-000866,DEV-737357,ACC-654789108,85.206.137.0/24,167,2,none,,0
ACCT-001794,DEV-531960,ACC-683780202,20.13.72.0/24,124,2,none,,0
ACCT-002065,DEV-859456,ACC-248456222,62.213.186.0/24,48,3,none,,0
ACCT-002557,DEV-684995,ACC-827321259,173.64.39.0/24,201,1,none,,0
ACCT-000701,DEV-670491,ACC-607540581,43.101.242.0/24,292,2,none,,0
ACCT-000718,DEV-656861,ACC-866905002,123.55.68.0/24,231,3,none,,0
ACCT-002820,DEV-444159,ACC-493097040,174.20.116.0/24,274,1,none,,0
ACCT-001873,DEV-424822,ACC-347896003,206.161.43.0/24,181,4,none,,0
ACCT-003238,DEV-538042,ACC-916844995,112.80.247.0/24,75,7,fraud_ring,RING-006,1
ACCT-000126,DEV-592474,ACC-263331076,142.130.56.0/24,111,3,none,,0
ACCT-000257,DEV-908589,ACC-326905661,108.119.120.0/24,336,1,none,,0
ACCT-001854,DEV-881084,ACC-203596699,199.77.77.0/24,259,2,none,,0
ACCT-003275,DEV-373293,ACC-619503312,24.115.125.0/24,324,2,fraud_ring,RING-011,1
ACCT-001578,DEV-659513,ACC-161440528,104.25.113.0/24,143,3,none,,0
ACCT-000583,DEV-912664,ACC-236683259,67.73.40.0/24,291,1,none,,0
ACCT-000092,DEV-664075,ACC-264849161,109.24.35.0/24,136,0,none,,0
ACCT-003093,DEV-842707,ACC-177796478,205.74.139.0/24,106,1,legit_shared_device,LEGIT-029,0
ACCT-001808,DEV-653058,ACC-408972164,168.97.130.0/24,130,3,none,,0
ACCT-000017,DEV-886217,ACC-484017388,217.206.9.0/24,307,3,none,,0
ACCT-003190,DEV-868957,ACC-449789362,22.207.180.0/24,272,9,fraud_ring,RING-000,1
